  SYNC    include/config/auto.conf.cmd
  CC      drivers/usb/dwc2/hcd_intr.o
  CC      drivers/rtc/proc.o
  CC      net/sunrpc/svc_xprt.o
  CC      drivers/rtc/sysfs.o
  CC      drivers/net/ethernet/intel/e1000/e1000_main.o
  CC      drivers/net/ethernet/intel/e1000e/82571.o
  CC      net/sunrpc/xprtmultipath.o
  CC      drivers/rtc/rtc-bbnsm.o
  CC      drivers/usb/dwc2/hcd_queue.o
  CC      drivers/net/ethernet/freescale/enetc/enetc_cbdr.o
  CC      drivers/net/ethernet/intel/e1000e/ich8lan.o
  CC      drivers/rtc/rtc-cros-ec.o
  CC      drivers/net/ethernet/freescale/fec_ptp.o
  CC      net/sunrpc/backchannel_rqst.o
  CC      drivers/rtc/rtc-ds1307.o
  CC      drivers/usb/dwc2/hcd_ddma.o
  CC      drivers/net/ethernet/freescale/enetc/enetc_ethtool.o
  CC      net/sunrpc/stats.o
  CC      drivers/net/ethernet/freescale/fec_uio.o
  CC      drivers/usb/dwc2/gadget.o
  CC      drivers/net/ethernet/intel/e1000/e1000_hw.o
  CC      drivers/net/ethernet/freescale/enetc/enetc_msg.o
  CC      drivers/rtc/rtc-ds3232.o
  CC      net/sunrpc/sysctl.o
  CC      drivers/net/ethernet/freescale/xgmac_mdio.o
  CC      drivers/net/ethernet/intel/e1000e/80003es2lan.o
  CC      drivers/net/ethernet/freescale/enetc/enetc_qos.o
  CC      drivers/net/ethernet/freescale/enetc/enetc_tsn.o
  CC      drivers/rtc/rtc-efi.o
  CC      drivers/rtc/rtc-imx-sc.o
  AR      net/sunrpc/built-in.a
  CC      net/rxrpc/af_rxrpc.o
  CC      drivers/net/ethernet/intel/e1000/e1000_ethtool.o
  CC      drivers/net/ethernet/intel/e1000e/mac.o
  CC      drivers/rtc/rtc-imx-rpmsg.o
  CC      drivers/net/ethernet/freescale/enetc/enetc_vf.o
  CC      drivers/net/ethernet/freescale/enetc/enetc_ierb.o
  CC      drivers/net/ethernet/intel/e1000/e1000_param.o
  CC      drivers/rtc/rtc-max77686.o
  CC      drivers/usb/dwc2/debugfs.o
  CC      drivers/net/ethernet/intel/e1000e/manage.o
  CC      drivers/net/ethernet/freescale/enetc/enetc_pci_mdio.o
  CC      drivers/net/ethernet/freescale/enetc/enetc_mdio.o
  CC      drivers/rtc/rtc-pl031.o
  CC      net/rxrpc/call_accept.o
  AR      drivers/net/ethernet/intel/e1000/built-in.a
  CC      drivers/net/ethernet/intel/igb/igb_main.o
  AR      drivers/usb/dwc2/built-in.a
  CC      drivers/net/ethernet/intel/e1000e/nvm.o
  CC      drivers/usb/cdns3/core.o
  CC      drivers/net/ethernet/intel/igb/igb_ethtool.o
  CC      drivers/net/ethernet/freescale/enetc/enetc_ptp.o
  CC      drivers/rtc/rtc-s5m.o
  CC      net/rxrpc/call_event.o
  CC      drivers/net/ethernet/intel/e1000e/phy.o
  CC      drivers/usb/cdns3/drd.o
  CC      drivers/rtc/rtc-snvs.o
  AR      drivers/net/ethernet/freescale/enetc/built-in.a
  AR      drivers/net/ethernet/freescale/built-in.a
  AR      drivers/net/ethernet/i825xx/built-in.a
  AR      drivers/net/ethernet/microsoft/built-in.a
  AR      drivers/net/ethernet/litex/built-in.a
  CC      drivers/net/ethernet/stmicro/stmmac/stmmac_main.o
  CC      net/rxrpc/call_object.o
  AR      drivers/rtc/built-in.a
  CC      drivers/i2c/algos/i2c-algo-bit.o
  CC      drivers/i2c/busses/i2c-designware-common.o
  CC      drivers/i2c/muxes/i2c-mux-pca954x.o
  CC      drivers/net/ethernet/intel/e1000e/param.o
  CC      drivers/usb/cdns3/host.o
  CC      net/rxrpc/conn_client.o
  AR      drivers/i2c/muxes/built-in.a
  CC      drivers/usb/cdns3/cdns3-plat.o
  CC      drivers/net/ethernet/intel/e1000e/ethtool.o
  CC      drivers/usb/cdns3/cdns3-gadget.o
  AR      drivers/i2c/algos/built-in.a
  CC      drivers/i2c/i2c-boardinfo.o
  CC      drivers/i2c/busses/i2c-designware-master.o
  CC      drivers/usb/cdns3/cdns3-ep0.o
  CC      net/rxrpc/conn_event.o
  CC      drivers/net/ethernet/intel/igb/e1000_82575.o
  CC      drivers/i2c/i2c-core-base.o
  CC      drivers/i2c/i2c-core-smbus.o
  CC      drivers/net/ethernet/intel/e1000e/netdev.o
  CC      drivers/i2c/busses/i2c-designware-platdrv.o
  CC      drivers/usb/cdns3/cdns3-pci-wrap.o
  CC      net/rxrpc/conn_object.o
  CC      drivers/usb/cdns3/cdns3-imx.o
  CC      drivers/i2c/busses/i2c-imx.o
  CC      drivers/net/ethernet/intel/igb/e1000_mac.o
  CC      drivers/i2c/i2c-core-acpi.o
  CC      net/rxrpc/conn_service.o
  AR      drivers/usb/cdns3/built-in.a
  CC      drivers/usb/host/pci-quirks.o
  CC      drivers/net/ethernet/stmicro/stmmac/stmmac_ethtool.o
  CC      drivers/i2c/i2c-core-slave.o
  CC      net/rxrpc/input.o
  CC      drivers/i2c/busses/i2c-imx-lpi2c.o
  CC      drivers/net/ethernet/intel/igb/e1000_nvm.o
  CC      drivers/i2c/i2c-core-of.o
  CC      drivers/usb/host/ehci-hcd.o
  CC      drivers/net/ethernet/stmicro/stmmac/stmmac_mdio.o
  CC      drivers/i2c/i2c-dev.o
  CC      drivers/net/ethernet/intel/igb/e1000_phy.o
  CC      drivers/i2c/busses/i2c-flexio.o
  CC      drivers/net/ethernet/intel/e1000e/ptp.o
  CC      net/rxrpc/insecure.o
  CC      drivers/net/ethernet/stmicro/stmmac/ring_mode.o
  CC      drivers/i2c/i2c-mux.o
  CC      drivers/net/ethernet/stmicro/stmmac/chain_mode.o
  CC      drivers/i2c/busses/i2c-rk3x.o
  AR      drivers/net/ethernet/intel/e1000e/built-in.a
  CC      drivers/net/ethernet/intel/igbvf/vf.o
  CC      net/rxrpc/key.o
  CC      drivers/net/ethernet/stmicro/stmmac/dwmac_lib.o
  CC      drivers/net/ethernet/intel/igb/e1000_mbx.o
  CC      drivers/net/ethernet/stmicro/stmmac/dwmac1000_core.o
  CC      drivers/net/ethernet/intel/igbvf/mbx.o
  CC      drivers/i2c/busses/i2c-rpmsg-imx.o
  CC      drivers/i2c/busses/i2c-cros-ec-tunnel.o
  CC      drivers/net/ethernet/intel/igb/e1000_i210.o
  CC      drivers/net/ethernet/intel/igbvf/ethtool.o
  CC      drivers/i2c/busses/xen-i2cfront.o
  CC      drivers/net/ethernet/stmicro/stmmac/dwmac1000_dma.o
  CC      drivers/net/ethernet/stmicro/stmmac/dwmac100_core.o
  CC      drivers/i2c/busses/xen-i2cback.o
  CC      net/rxrpc/local_event.o
  CC      drivers/net/ethernet/intel/igbvf/netdev.o
  CC      drivers/net/ethernet/intel/igb/igb_ptp.o
  CC      drivers/net/ethernet/stmicro/stmmac/dwmac100_dma.o
  CC      drivers/net/ethernet/stmicro/stmmac/enh_desc.o
  AR      drivers/i2c/busses/built-in.a
  AR      drivers/i2c/built-in.a
  CC      drivers/i3c/master/svc-i3c-master.o
  CC      drivers/net/ethernet/stmicro/stmmac/norm_desc.o
  CC      drivers/usb/host/ehci-pci.o
  CC      net/rxrpc/local_object.o
  CC      drivers/net/ethernet/stmicro/stmmac/mmc_core.o
  CC      drivers/net/ethernet/intel/igb/igb_hwmon.o
  CC      drivers/net/ethernet/stmicro/stmmac/stmmac_hwtstamp.o
  CC      drivers/usb/host/ehci-platform.o
  CC      drivers/net/ethernet/stmicro/stmmac/stmmac_ptp.o
  AR      drivers/net/ethernet/intel/igbvf/built-in.a
  CC      drivers/net/ethernet/stmicro/stmmac/dwmac4_descs.o
  CC      drivers/net/ethernet/stmicro/stmmac/dwmac4_dma.o
  AR      drivers/i3c/master/built-in.a
  CC      drivers/i3c/device.o
  CC      net/rxrpc/misc.o
  CC      drivers/net/ethernet/stmicro/stmmac/dwmac4_lib.o
  AR      drivers/net/ethernet/intel/igb/built-in.a
  AR      drivers/net/ethernet/intel/built-in.a
  AR      drivers/net/ethernet/xilinx/built-in.a
  CC      drivers/net/ethernet/stmicro/stmmac/dwmac4_core.o
  CC      drivers/usb/host/ohci-hcd.o
  CC      drivers/net/ethernet/stmicro/stmmac/dwmac5.o
  CC      drivers/net/ethernet/stmicro/stmmac/hwif.o
  CC      drivers/net/ethernet/stmicro/stmmac/stmmac_tc.o
  CC      net/rxrpc/net_ns.o
  CC      drivers/net/ethernet/stmicro/stmmac/dwxgmac2_core.o
  CC      drivers/net/ethernet/stmicro/stmmac/dwxgmac2_dma.o
  CC      drivers/i3c/master.o
  CC      drivers/net/ethernet/stmicro/stmmac/dwxgmac2_descs.o
  CC      drivers/net/ethernet/stmicro/stmmac/stmmac_xdp.o
  CC      net/rxrpc/output.o
  CC      drivers/net/ethernet/stmicro/stmmac/stmmac_platform.o
  CC      drivers/net/ethernet/stmicro/stmmac/dwmac-imx.o
  CC      net/rxrpc/peer_event.o
  CC      net/rxrpc/peer_object.o
  CC      drivers/usb/host/ohci-pci.o
  CC      drivers/usb/host/ohci-platform.o
  CC      net/rxrpc/recvmsg.o
  CC      drivers/usb/host/xhci.o
  CC      drivers/usb/host/xhci-mem.o
  CC      net/rxrpc/rtt.o
  AR      drivers/i3c/built-in.a
  CC      drivers/media/i2c/ov5640.o
  AR      drivers/net/ethernet/stmicro/stmmac/built-in.a
  AR      drivers/media/tuners/built-in.a
  CC      drivers/usb/host/xhci-ext-caps.o
  AR      drivers/net/ethernet/stmicro/built-in.a
  AR      drivers/net/ethernet/built-in.a
  AR      drivers/net/wireless/marvell/built-in.a
  AR      drivers/net/wireless/microchip/built-in.a
  AR      drivers/net/wireless/realtek/built-in.a
  AR      drivers/net/wireless/built-in.a
  CC      drivers/net/usb/r8152.o
  CC      net/rxrpc/security.o
  CC      net/rxrpc/sendmsg.o
  CC      drivers/usb/host/xhci-ring.o
  CC      drivers/media/i2c/ap1302.o
  CC      net/rxrpc/server_key.o
  CC      net/rxrpc/skbuff.o
  CC      drivers/usb/host/xhci-hub.o
  AR      drivers/media/i2c/built-in.a
  CC      drivers/media/mc/mc-device.o
  CC      drivers/usb/host/xhci-dbg.o
  CC      net/rxrpc/utils.o
  CC      net/rxrpc/proc.o
  CC      drivers/usb/host/xhci-trace.o
  CC      net/rxrpc/sysctl.o
  CC      drivers/usb/host/xhci-debugfs.o
  CC      drivers/usb/host/xhci-plat.o
  CC      drivers/media/v4l2-core/v4l2-dev.o
  CC      drivers/media/v4l2-core/v4l2-ioctl.o
  CC      drivers/media/v4l2-core/v4l2-device.o
  CC      drivers/media/mc/mc-devnode.o
  AR      net/rxrpc/built-in.a
  CC      net/strparser/strparser.o
  CC      net/8021q/vlan_core.o
  AR      drivers/usb/host/built-in.a
  CC      drivers/usb/class/cdc-acm.o
  CC      drivers/media/mc/mc-entity.o
  CC      drivers/media/v4l2-core/v4l2-fh.o
  CC      drivers/media/mc/mc-request.o
  CC      drivers/media/mc/mc-dev-allocator.o
  AR      drivers/usb/class/built-in.a
  CC      drivers/usb/storage/uas.o
  CC      net/8021q/vlan.o
  AR      net/strparser/built-in.a
  CC      net/wireless/wext-core.o
  CC      drivers/net/usb/usbnet.o
  CC      drivers/media/v4l2-core/v4l2-event.o
  CC      drivers/media/v4l2-core/v4l2-subdev.o
  AR      drivers/media/mc/built-in.a
  AR      drivers/media/rc/keymaps/built-in.a
  AR      drivers/media/rc/built-in.a
  CC      drivers/media/v4l2-core/v4l2-common.o
  CC      drivers/media/v4l2-core/v4l2-ctrls-core.o
  CC      net/8021q/vlan_dev.o
  CC      drivers/usb/storage/scsiglue.o
  CC      drivers/media/v4l2-core/v4l2-ctrls-api.o
  CC      net/wireless/wext-proc.o
  CC      net/8021q/vlan_netlink.o
  CC      drivers/usb/storage/protocol.o
  CC      drivers/media/v4l2-core/v4l2-ctrls-request.o
  CC      drivers/media/v4l2-core/v4l2-ctrls-defs.o
  CC      drivers/media/v4l2-core/v4l2-compat-ioctl32.o
  CC      net/wireless/wext-priv.o
  AR      drivers/net/usb/built-in.a
  CC      drivers/net/mii.o
  CC      net/8021q/vlan_gvrp.o
  CC      drivers/media/v4l2-core/v4l2-mc.o
  AR      net/wireless/built-in.a
  CC      net/9p/mod.o
  CC      drivers/usb/storage/transport.o
  CC      net/8021q/vlan_mvrp.o
  CC      drivers/media/v4l2-core/v4l2-spi.o
  CC      net/8021q/vlanproc.o
  CC      drivers/media/v4l2-core/v4l2-i2c.o
  CC      net/9p/client.o
  CC      net/9p/error.o
  CC      drivers/net/loopback.o
  AR      net/8021q/built-in.a
  CC      net/tsn/genl_tsn.o
  CC      drivers/media/v4l2-core/v4l2-fwnode.o
  CC      drivers/usb/storage/usb.o
  CC      drivers/media/v4l2-core/v4l2-async.o
  CC      drivers/usb/storage/initializers.o
  CC      drivers/media/v4l2-core/v4l2-dv-timings.o
  CC      drivers/usb/storage/sierra_ms.o
  CC      net/9p/protocol.o
  CC      drivers/net/tun.o
  CC      drivers/usb/storage/option_ms.o
  CC      drivers/usb/storage/usual-tables.o
  CC      drivers/media/v4l2-core/v4l2-mem2mem.o
  CC      net/9p/trans_fd.o
  CC      net/9p/trans_common.o
  AR      net/tsn/built-in.a
  CC      net/9p/trans_virtio.o
  CC      net/dns_resolver/dns_key.o
  AR      drivers/usb/storage/built-in.a
  CC      drivers/usb/serial/usb-serial.o
  CC      net/dns_resolver/dns_query.o
  CC      drivers/usb/serial/generic.o
  CC      drivers/usb/serial/bus.o
  CC      drivers/usb/serial/console.o
  AR      net/9p/built-in.a
  CC      net/switchdev/switchdev.o
  AR      net/dns_resolver/built-in.a
  CC      drivers/usb/serial/ftdi_sio.o
  CC      net/devres.o
  CC      drivers/usb/serial/usb-serial-simple.o
  CC      net/socket.o
  AR      drivers/media/v4l2-core/built-in.a
  CC      drivers/media/cec/core/cec-core.o
  AR      drivers/media/cec/i2c/built-in.a
  CC      drivers/usb/misc/ehset.o
  CC      drivers/net/virtio_net.o
  CC      drivers/usb/misc/usb251xb.o
  AR      drivers/usb/serial/built-in.a
  CC      drivers/usb/musb/musb_core.o
  CC      drivers/usb/musb/musb_trace.o
  CC      drivers/media/cec/core/cec-adap.o
  CC      drivers/net/xen-netfront.o
  AR      net/switchdev/built-in.a
  CC      drivers/media/cec/core/cec-api.o
  CC      drivers/usb/musb/musb_virthub.o
  CC      drivers/usb/misc/usb3503.o
  CC      drivers/media/cec/core/cec-notifier.o
  AR      drivers/usb/misc/built-in.a
  CC      drivers/usb/chipidea/core.o
  CC      drivers/usb/musb/musb_host.o
  CC      drivers/usb/musb/musb_gadget_ep0.o
  CC      drivers/usb/chipidea/otg.o
  CC      net/compat.o
  CC      drivers/net/net_failover.o
  CC      drivers/net/ivshmem-net.o
  AR      drivers/media/cec/core/built-in.a
  AR      drivers/media/cec/platform/built-in.a
  AR      drivers/media/cec/usb/built-in.a
  AR      drivers/media/cec/built-in.a
  AR      drivers/media/common/b2c2/built-in.a
  AR      drivers/media/common/saa7146/built-in.a
  AR      drivers/media/common/siano/built-in.a
  AR      drivers/media/common/v4l2-tpg/built-in.a
  CC      drivers/media/common/videobuf2/videobuf2-core.o
  CC      drivers/usb/chipidea/debug.o
  CC      drivers/usb/gadget/udc/bdc/bdc_core.o
  CC      drivers/usb/gadget/udc/bdc/bdc_cmd.o
  CC      drivers/usb/musb/musb_gadget.o
  CC      net/sysctl_net.o
  CC      drivers/usb/musb/musb_debugfs.o
  CC      drivers/usb/chipidea/ulpi.o
  CC      drivers/usb/gadget/function/f_acm.o
  CC      drivers/usb/gadget/udc/bdc/bdc_ep.o
  AR      drivers/net/built-in.a
  CC      drivers/usb/chipidea/udc.o
  CC      drivers/usb/chipidea/trace.o
  CC      drivers/usb/chipidea/host.o
  AR      drivers/usb/musb/built-in.a
  CC      drivers/usb/gadget/function/f_loopback.o
  CC      drivers/usb/gadget/function/f_sourcesink.o
  CC      drivers/usb/chipidea/ci_hdrc_usb2.o
  AR      net/built-in.a
  CC      drivers/usb/chipidea/ci_hdrc_msm.o
  CC      drivers/usb/gadget/function/u_serial.o
  CC      drivers/usb/chipidea/ci_hdrc_pci.o
  CC      drivers/usb/gadget/udc/bdc/bdc_udc.o
  CC      drivers/media/common/videobuf2/frame_vector.o
  CC      drivers/usb/chipidea/ci_hdrc_imx.o
  CC      drivers/usb/gadget/function/f_serial.o
  CC      drivers/usb/chipidea/usbmisc_imx.o
  CC      drivers/usb/chipidea/ci_hdrc_tegra.o
  AR      drivers/pps/clients/built-in.a
  AR      drivers/pps/generators/built-in.a
  CC      drivers/pps/pps.o
  CC      drivers/ptp/ptp_clock.o
  AR      drivers/usb/gadget/udc/bdc/built-in.a
  CC      drivers/usb/gadget/udc/core.o
  CC      drivers/ptp/ptp_chardev.o
  CC      drivers/media/common/videobuf2/videobuf2-v4l2.o
  CC      drivers/usb/gadget/function/f_obex.o
  CC      drivers/usb/gadget/function/u_ether.o
  CC      drivers/pps/kapi.o
  CC      drivers/usb/gadget/function/f_ncm.o
  CC      drivers/ptp/ptp_sysfs.o
  AR      drivers/usb/chipidea/built-in.a
  AR      drivers/usb/typec/altmodes/built-in.a
  CC      drivers/usb/typec/tcpm/tcpm.o
  CC      drivers/ptp/ptp_vclock.o
  CC      drivers/usb/gadget/udc/trace.o
  CC      drivers/pps/sysfs.o
  CC      drivers/ptp/ptp_kvm_arm.o
  CC      drivers/ptp/ptp_kvm_common.o
  CC      drivers/usb/gadget/udc/snps_udc_core.o
  CC      drivers/usb/gadget/function/f_ecm.o
  AR      drivers/pps/built-in.a
  CC      drivers/usb/gadget/function/f_eem.o
  CC      drivers/usb/gadget/function/f_subset.o
  CC      drivers/media/common/videobuf2/videobuf2-memops.o
  CC      drivers/ptp/ptp_qoriq.o
  CC      drivers/ptp/ptp_qoriq_debugfs.o
  CC      drivers/usb/gadget/function/f_rndis.o
  CC      drivers/usb/gadget/function/rndis.o
  CC      drivers/usb/gadget/function/f_mass_storage.o
  CC      drivers/media/common/videobuf2/videobuf2-vmalloc.o
  CC      drivers/media/common/videobuf2/videobuf2-dma-contig.o
  AR      drivers/ptp/built-in.a
  CC      drivers/power/reset/brcmstb-reboot.o
  CC      drivers/power/reset/xgene-reboot.o
  CC      drivers/usb/gadget/udc/snps_udc_plat.o
  CC      drivers/usb/typec/tcpm/tcpci.o
  CC      drivers/media/common/videobuf2/videobuf2-dma-sg.o
  CC      drivers/power/reset/syscon-reboot.o
  CC      drivers/power/reset/reboot-mode.o
  CC      drivers/power/reset/syscon-reboot-mode.o
  CC      drivers/usb/gadget/function/storage_common.o
  AR      drivers/usb/gadget/udc/built-in.a
  CC      drivers/hwmon/hwmon.o
  AR      drivers/thermal/broadcom/built-in.a
  AR      drivers/thermal/samsung/built-in.a
  AR      drivers/thermal/intel/built-in.a
  AR      drivers/thermal/st/built-in.a
  AR      drivers/thermal/tegra/built-in.a
  CC      drivers/thermal/thermal_core.o
  CC      drivers/hwmon/scmi-hwmon.o
  CC      drivers/usb/gadget/function/f_fs.o
  AR      drivers/power/reset/built-in.a
  CC      drivers/power/supply/power_supply_core.o
  AR      drivers/media/common/videobuf2/built-in.a
  AR      drivers/media/common/built-in.a
  AR      drivers/media/platform/ti-vpe/built-in.a
  AR      drivers/media/platform/nxp/imx-jpeg/built-in.a
  AR      drivers/media/platform/nxp/built-in.a
  AR      drivers/media/platform/stm32/built-in.a
  AR      drivers/media/platform/davinci/built-in.a
  CC      drivers/power/supply/power_supply_sysfs.o
  AR      drivers/media/platform/omap/built-in.a
  AR      drivers/usb/typec/tcpm/built-in.a
  CC      drivers/media/platform/imx8/mxc-mipi-csi2_yav.o
  CC      drivers/usb/typec/mux/gpio-switch.o
  CC      drivers/usb/gadget/function/u_audio.o
  CC      drivers/power/supply/power_supply_leds.o
  CC      drivers/hwmon/scpi-hwmon.o
  AR      drivers/usb/typec/mux/built-in.a
  CC      drivers/usb/typec/class.o
  CC      drivers/usb/typec/mux.o
  CC      drivers/power/supply/power_supply_hwmon.o
  CC      drivers/hwmon/gpio-fan.o
  AR      drivers/media/platform/imx8/built-in.a
  CC      drivers/thermal/thermal_sysfs.o
  CC      drivers/media/platform/mxc/capture/mx6s_capture.o
  CC      drivers/power/supply/bq27xxx_battery.o
  AR      drivers/media/pci/ttpci/built-in.a
  AR      drivers/media/pci/b2c2/built-in.a
  AR      drivers/media/pci/pluto2/built-in.a
  AR      drivers/media/pci/dm1105/built-in.a
  AR      drivers/media/pci/pt1/built-in.a
  AR      drivers/media/pci/pt3/built-in.a
  AR      drivers/media/pci/mantis/built-in.a
  AR      drivers/media/pci/ngene/built-in.a
  AR      drivers/media/pci/ddbridge/built-in.a
  AR      drivers/media/pci/saa7146/built-in.a
  AR      drivers/media/pci/smipcie/built-in.a
  AR      drivers/media/pci/netup_unidvb/built-in.a
  AR      drivers/media/pci/intel/ipu3/built-in.a
  AR      drivers/media/pci/intel/built-in.a
  AR      drivers/media/pci/built-in.a
  CC      drivers/hwmon/fp9931-hwmon.o
  AR      drivers/media/usb/ttusb-dec/built-in.a
  AR      drivers/media/usb/ttusb-budget/built-in.a
  AR      drivers/media/usb/dvb-usb/built-in.a
  CC      drivers/thermal/thermal_helpers.o
  AR      drivers/media/usb/dvb-usb-v2/built-in.a
  AR      drivers/media/usb/siano/built-in.a
  AR      drivers/media/platform/sunxi/sun4i-csi/built-in.a
  AR      drivers/media/platform/sunxi/sun6i-csi/built-in.a
  AR      drivers/media/usb/b2c2/built-in.a
  AR      drivers/media/platform/sunxi/sun8i-di/built-in.a
  AR      drivers/media/usb/zr364xx/built-in.a
  AR      drivers/media/platform/sunxi/sun8i-rotate/built-in.a
  AR      drivers/media/platform/sunxi/built-in.a
  AR      drivers/media/usb/stkwebcam/built-in.a
  CC      drivers/power/supply/bq27xxx_battery_i2c.o
  AR      drivers/media/usb/s2255/built-in.a
  AR      drivers/media/usb/built-in.a
  AR      drivers/media/mmc/siano/built-in.a
  AR      drivers/media/mmc/built-in.a
  AR      drivers/media/firewire/built-in.a
  CC      drivers/usb/gadget/function/f_uac1.o
  AR      drivers/media/spi/built-in.a
  CC      drivers/usb/gadget/function/f_uac1_legacy.o
  CC      drivers/usb/typec/bus.o
  AR      drivers/hwmon/built-in.a
  CC      drivers/watchdog/watchdog_core.o
  CC      drivers/thermal/thermal_hwmon.o
  CC      drivers/media/platform/mxc/capture/mxc_mipi_csi.o
  CC      drivers/power/supply/cros_peripheral_charger.o
  CC      drivers/media/platform/mxc/capture/ov5640_mipi_v2.o
  CC      drivers/usb/typec/port-mapper.o
  CC      drivers/usb/gadget/function/u_uac1_legacy.o
  CC      drivers/usb/gadget/function/f_uac2.o
  CC      drivers/thermal/thermal_of.o
  AR      drivers/power/supply/built-in.a
  AR      drivers/power/built-in.a
  CC      drivers/md/dm-builtin.o
  CC      drivers/usb/gadget/function/f_uvc.o
  CC      drivers/usb/gadget/function/uvc_queue.o
  CC      drivers/watchdog/watchdog_dev.o
  AR      drivers/media/platform/mxc/capture/built-in.a
  CC      drivers/media/platform/amphion/vpu_drv.o
  AR      drivers/usb/typec/built-in.a
  AR      drivers/media/test-drivers/built-in.a
  AR      drivers/media/radio/built-in.a
  CC      drivers/usb/roles/class.o
  CC      drivers/thermal/gov_step_wise.o
  CC      drivers/usb/gadget/function/uvc_v4l2.o
  AR      drivers/md/built-in.a
  CC      drivers/edac/edac_mc.o
  CC      drivers/thermal/gov_power_allocator.o
  CC      drivers/usb/gadget/function/uvc_video.o
  CC      drivers/usb/gadget/function/uvc_configfs.o
  AR      drivers/usb/roles/built-in.a
  CC      drivers/usb/gadget/function/f_midi.o
  CC      drivers/media/platform/amphion/vpu_core.o
  CC      drivers/watchdog/sp805_wdt.o
  CC      drivers/thermal/cpufreq_cooling.o
  CC      drivers/usb/gadget/function/f_hid.o
  CC      drivers/edac/edac_device.o
  CC      drivers/watchdog/sbsa_gwdt.o
  CC      drivers/watchdog/dw_wdt.o
  CC      drivers/edac/edac_mc_sysfs.o
  CC      drivers/thermal/imx_sc_thermal.o
  CC      drivers/media/platform/amphion/vpu_mbox.o
  CC      drivers/edac/edac_module.o
  AR      drivers/usb/gadget/function/built-in.a
  AR      drivers/usb/gadget/legacy/built-in.a
  CC      drivers/usb/gadget/usbstring.o
  CC      drivers/usb/gadget/config.o
  CC      drivers/thermal/imx8mm_thermal.o
  CC      drivers/watchdog/imx2_wdt.o
  CC      drivers/watchdog/imx_sc_wdt.o
  CC      drivers/edac/edac_device_sysfs.o
  CC      drivers/media/platform/amphion/vpu_v4l2.o
  CC      drivers/thermal/device_cooling.o
  CC      drivers/edac/wq.o
  CC      drivers/watchdog/imx7ulp_wdt.o
  CC      drivers/opp/core.o
  CC      drivers/watchdog/arm_smc_wdt.o
  CC      drivers/edac/edac_pci.o
  CC      drivers/usb/gadget/epautoconf.o
  CC      drivers/watchdog/xen_wdt.o
  CC      drivers/edac/edac_pci_sysfs.o
  CC      drivers/thermal/qoriq_thermal.o
  CC      drivers/edac/ghes_edac.o
  CC      drivers/media/platform/amphion/vpu_helpers.o
  AR      drivers/watchdog/built-in.a
  CC      drivers/cpufreq/cpufreq.o
  AR      drivers/thermal/built-in.a
  CC      drivers/cpuidle/governors/menu.o
  CC      drivers/usb/gadget/composite.o
  CC      drivers/cpuidle/cpuidle.o
  CC      drivers/edac/synopsys_edac.o
  CC      drivers/cpuidle/driver.o
  AR      drivers/cpuidle/governors/built-in.a
  CC      drivers/cpuidle/governor.o
  CC      drivers/media/platform/amphion/vpu_cmds.o
  CC      drivers/cpuidle/sysfs.o
  CC      drivers/opp/cpu.o
  AR      drivers/edac/built-in.a
  CC      drivers/mmc/core/core.o
  CC      drivers/cpuidle/dt_idle_states.o
  CC      drivers/cpuidle/cpuidle-arm.o
  CC      drivers/media/platform/amphion/vpu_msgs.o
  CC      drivers/media/platform/amphion/vpu_rpc.o
  CC      drivers/opp/of.o
  CC      drivers/cpuidle/cpuidle-psci.o
  CC      drivers/cpufreq/freq_table.o
  CC      drivers/usb/gadget/functions.o
  CC      drivers/cpuidle/cpuidle-psci-domain.o
  CC      drivers/media/platform/amphion/vpu_imx8q.o
  CC      drivers/media/platform/amphion/vpu_windsor.o
  CC      drivers/usb/gadget/configfs.o
  AR      drivers/cpuidle/built-in.a
  CC      drivers/media/platform/amphion/vpu_malone.o
  CC      drivers/opp/debugfs.o
  CC      drivers/cpufreq/cpufreq_stats.o
  CC      drivers/mmc/core/bus.o
  CC      drivers/cpufreq/cpufreq_performance.o
  CC      drivers/cpufreq/cpufreq_powersave.o
  CC      drivers/media/platform/amphion/vpu_color.o
  AR      drivers/opp/built-in.a
  CC      drivers/leds/trigger/ledtrig-timer.o
  CC      drivers/cpufreq/cpufreq_userspace.o
  CC      drivers/cpufreq/cpufreq_ondemand.o
  CC      drivers/cpufreq/cpufreq_conservative.o
  CC      drivers/media/platform/amphion/vdec.o
  CC      drivers/leds/trigger/ledtrig-disk.o
  CC      drivers/cpufreq/cpufreq_governor.o
  CC      drivers/usb/gadget/u_f.o
  CC      drivers/media/platform/amphion/venc.o
  CC      drivers/cpufreq/cpufreq_governor_attr_set.o
  CC      drivers/mmc/core/host.o
  CC      drivers/leds/trigger/ledtrig-heartbeat.o
  CC      drivers/mmc/core/mmc.o
  CC      drivers/leds/trigger/ledtrig-default-on.o
  AR      drivers/usb/gadget/built-in.a
  AR      drivers/usb/built-in.a
  AR      drivers/firmware/arm_ffa/built-in.a
  CC      drivers/firmware/arm_scmi/bus.o
  CC      drivers/mmc/core/mmc_ops.o
  CC      drivers/mmc/core/sd.o
  CC      drivers/cpufreq/cpufreq-dt.o
  CC      drivers/leds/trigger/ledtrig-panic.o
  CC      drivers/media/platform/amphion/vpu_dbg.o
  CC      drivers/mmc/core/sd_ops.o
